id,task,label,y,chrom,split,start0,end0,length,log_length,population,stat_name,stat_value,archaic_best,contrast,row_index,gc,repeat_frac,mappability,gene_density,svd_0,svd_1,svd_2,svd_3,svd_4,svd_5,svd_6,svd_7,svd_8,svd_9
sweep_control_007752,sweeps,control,0,chr2,test,189922094,189930286,32768,4.51545,YRI,,,,sweeps,345,0.37976074,0.45202637,0.99731445,1.0,4.2518687,0.23766741,0.017333947,-0.06167222,0.16190445,-0.062199745,-0.1154857,-0.06952095,-0.11001999,0.00090083166
sweep_control_000070,sweeps,control,0,chr1,test,221969547,221977739,32768,4.51545,CEU,,,,sweeps,346,0.4456787,0.92053223,0.98046875,1.0,4.5598183,0.67716616,-0.010368977,0.059118118,0.5929815,-0.086167544,-0.3276227,-0.29292968,-0.20260933,0.10530315
sweep_control_004006,sweeps,control,0,chr2,test,223418577,223426769,32768,4.51545,GIH,,,,sweeps,347,0.3479004,0.9152832,1.0,0.0,4.484315,0.43413612,-0.1794655,-0.15782484,-0.2495701,-0.066420406,0.08375749,-0.020446608,-0.08076482,0.16985975
sweep_control_006388,sweeps,control,0,chr1,test,195850464,195858656,32768,4.51545,YRI,,,,sweeps,348,0.34118652,0.55432129,1.0,0.0,3.8255956,-0.14311002,-0.1539914,-0.180268,-0.062005147,0.06115611,-0.10291741,-0.07155342,0.013044056,-0.07954743
sweep_control_007647,sweeps,control,0,chr2,test,230048375,230056567,32768,4.51545,YRI,,,,sweeps,349,0.41015625,0.45849609,1.0,1.0,3.9919624,-0.054873936,0.04983865,0.048885245,0.011996409,0.047388088,0.031811416,0.21438141,-0.057692908,0.027032563
sweep_control_006219,sweeps,control,0,chr1,test,151240538,151248730,32768,4.51545,YRI,,,,sweeps,350,0.44995117,0.68493652,1.0,1.0,3.9197538,0.32670087,0.14810017,0.036786154,-0.23414448,-0.120574154,0.10321288,0.036198556,-0.057129487,0.023167582
sweep_control_000939,sweeps,control,0,chr2,test,54806699,54814891,32768,4.51545,CEU,,,,sweeps,351,0.3852539,0.21252441,1.0,1.0,3.809802,-0.38680616,-0.1470023,-0.08915626,0.034420222,-0.0393999,-0.080093354,-0.028988574,-0.01794779,0.03175298
sweep_control_006429,sweeps,control,0,chr1,test,69015712,69023904,32768,4.51545,YRI,,,,sweeps,352,0.34484863,0.45019531,1.0,0.95776367,4.026632,-0.13467182,-0.15134825,-0.20935738,-0.01693068,-0.012564976,-0.117913686,-0.036924314,-0.06981955,-0.0022220842
sweep_control_005522,sweeps,control,0,chr2,test,199527713,199535905,32768,4.51545,PEL,,,,sweeps,353,0.36621094,0.7220459,0.98425293,0.0,4.1540637,0.4805753,0.060672555,-0.072155476,0.13822801,0.041281153,-0.0031241635,0.20609789,0.15347274,0.0074141575
sweep_control_004947,sweeps,control,0,chr1,test,30316428,30324620,32768,4.51545,PEL,,,,sweeps,354,0.54003906,0.34033203,1.0,0.0,4.1056876,-0.51420635,-0.18561198,0.37615874,0.22715689,-0.07880435,0.20311938,-0.13798107,0.057036825,-0.031964507
sweep_control_005553,sweeps,control,0,chr2,test,13067746,13075938,32768,4.51545,PEL,,,,sweeps,355,0.40185547,0.97705078,1.0,1.0,3.7978404,0.14836715,-0.07856533,0.0064530605,0.13329841,-0.039837644,-0.07388041,-0.07865177,-0.07635873,-0.052109804
sweep_control_006438,sweeps,control,0,chr1,test,106970066,106978258,32768,4.51545,YRI,,,,sweeps,356,0.33190918,0.56494141,1.0,0.0,3.7835472,-0.3930373,-0.08560684,-0.21953234,-0.04958163,0.09063089,-0.11930233,0.09777928,0.00015827722,0.04366872
sweep_control_005524,sweeps,control,0,chr2,test,57004729,57012921,32768,4.51545,PEL,,,,sweeps,357,0.32141113,0.75610352,1.0,0.0,4.005504,0.23189823,-0.26827633,-0.1802321,-0.27172518,-0.003146694,0.016010568,-0.10116048,0.14817563,-0.08183957
sweep_control_004938,sweeps,control,0,chr1,test,210209303,210217495,32768,4.51545,PEL,,,,sweeps,358,0.40637207,0.82873535,1.0,0.0,4.1553884,0.16658495,-0.15571429,-0.0817228,-0.15912709,0.000473607,0.059092145,-0.04434677,-0.08304365,-0.066725
sweep_control_004023,sweeps,control,0,chr2,test,45940475,45948667,32768,4.51545,GIH,,,,sweeps,359,0.43225098,0.30419922,1.0,1.0,3.996298,-0.3652655,-0.12574668,0.1518328,0.020812783,-0.030987976,0.11277393,0.060113832,0.083636045,0.020740813
sweep_control_000149,sweeps,control,0,chr1,test,108204060,108212252,32768,4.51545,CEU,,,,sweeps,360,0.39868164,0.85449219,1.0,0.0,4.786352,0.8364469,-0.08720758,-0.17101534,0.18797088,-0.133422,0.035471458,-0.03724641,0.08532491,0.26250958
sweep_control_005533,sweeps,control,0,chr2,test,69338223,69346415,32768,4.51545,PEL,,,,sweeps,361,0.39294434,0.39868164,1.0,1.0,4.1920238,-0.15678695,0.4733918,-0.124353364,0.09938926,0.53928596,0.09891677,-0.22535811,-0.059229825,0.062318366
sweep_control_000008,sweeps,control,0,chr1,test,62966044,62974236,32768,4.51545,CEU,,,,sweeps,362,0.46484375,0.54003906,1.0,0.0,4.186504,-0.05351284,-0.08850641,0.21536297,-0.030135194,-0.012698553,0.21076266,0.09380553,0.058155175,-0.02334889
sweep_control_007723,sweeps,control,0,chr2,test,98237210,98245402,32768,4.51545,YRI,,,,sweeps,363,0.3861084,0.28881836,1.0,1.0,4.1512194,-0.25650808,-0.109097205,-0.038053088,-0.024738936,-0.0062432047,-0.011154423,-0.009731093,-0.039836764,-0.07520133
sweep_control_006450,sweeps,control,0,chr1,test,165170260,165178452,32768,4.51545,YRI,,,,sweeps,364,0.41503906,0.43664551,1.0,0.0,4.0711584,-0.19581136,-0.19903828,0.0035796913,-0.038950715,-0.04381254,0.026237063,-0.07388958,-0.011135887,-0.035141617
sweep_control_000894,sweeps,control,0,chr2,test,129150017,129158209,32768,4.51545,CEU,,,,sweeps,365,0.4119873,0.73303223,1.0,0.0,4.3569207,0.32604578,-0.21362935,-0.10141553,-0.15642956,-0.12381282,0.06446906,-0.1758368,-0.123151354,0.18331188
sweep_control_004965,sweeps,control,0,chr1,test,88011630,88019822,32768,4.51545,PEL,,,,sweeps,366,0.36889648,0.16296387,1.0,1.0,3.7612371,-0.48045662,-0.1403704,-0.112012334,0.045384407,0.019911695,-0.13536914,0.040230885,0.008612693,-0.00035773613
sweep_control_004024,sweeps,control,0,chr2,test,168942540,168950732,32768,4.51545,GIH,,,,sweeps,367,0.36254883,0.43469238,1.0,1.0,4.1053233,-0.110546544,-0.06253869,-0.11719182,0.15234187,0.0012305803,-0.11091117,0.017650621,-0.045217235,-0.017497014
sweep_control_001745,sweeps,control,0,chr1,test,186867949,186876141,32768,4.51545,CHB,,,,sweeps,368,0.3515625,0.31811523,1.0,1.0,3.6610973,-0.3912647,0.12723736,-0.14814621,-0.037381906,-0.14662562,-0.15633023,0.023867726,0.07092777,0.09596216
sweep_control_007730,sweeps,control,0,chr2,test,149292380,149300572,32768,4.51545,YRI,,,,sweeps,369,0.3824463,0.74633789,1.0,0.0,4.185933,0.25203344,-0.18715447,-0.13449423,-0.009466089,-0.06712898,-0.012170049,-0.15677822,-0.024273675,0.12340521
sweep_control_000088,sweeps,control,0,chr1,test,116350576,116358768,32768,4.51545,CEU,,,,sweeps,370,0.36572266,0.89794922,1.0,0.0,4.088028,0.2969212,-0.10263413,-0.04961829,-0.2845703,0.03460475,0.098669045,0.08794897,-0.01736653,-0.007946801
sweep_control_007690,sweeps,control,0,chr2,test,101224065,101232257,32768,4.51545,YRI,,,,sweeps,371,0.43701172,0.66430664,1.0,1.0,4.137979,0.10410786,-0.10662656,0.04387389,-0.14147122,0.009718021,0.15722093,0.054353826,0.045097962,0.061204534
sweep_control_003273,sweeps,control,0,chr1,test,171039022,171047214,32768,4.51545,GIH,,,,sweeps,372,0.33496094,0.89416504,1.0,1.0,4.085885,0.51195306,-0.21228728,-0.13474134,-0.28430137,-0.08073021,0.08681246,-0.043623928,0.0017580143,0.35509112
sweep_control_005574,sweeps,control,0,chr2,test,167687115,167695307,32768,4.51545,PEL,,,,sweeps,373,0.34069824,0.42297363,1.0,1.0,3.6976907,-0.31513545,-0.15780851,-0.17390765,-0.03932762,0.027774123,-0.11519112,0.031033777,0.010879674,-0.009546153
sweep_control_006220,sweeps,control,0,chr1,test,235694027,235702219,32768,4.51545,YRI,,,,sweeps,374,0.39440918,0.48168945,1.0,1.0,4.0204797,-0.06715657,0.092050605,-0.052806146,0.080187455,0.14728214,-0.019831434,0.14264412,0.02500732,0.018021816
sweep_control_000856,sweeps,control,0,chr2,test,72729976,72738168,32768,4.51545,CEU,,,,sweeps,375,0.37670898,0.58679199,1.0,1.0,4.137609,-0.07229975,0.45857543,-0.13524634,0.08149395,0.5783587,0.121709704,-0.28219202,-0.053060204,0.012649639
sweep_control_000056,sweeps,control,0,chr1,test,122260151,122268343,32768,4.51545,CEU,,,,sweeps,376,0.40930176,1.0,0.20703125,0.0,3.276808,0.21920457,-0.02435543,0.7209838,-0.31250146,0.23360762,-0.7420736,-0.14798275,0.13119385,0.095840625
sweep_control_007781,sweeps,control,0,chr2,test,225239446,225247638,32768,4.51545,YRI,,,,sweeps,377,0.35668945,0.34472656,1.0,0.0,3.9350493,-0.21974611,-0.035160884,-0.07103457,-0.017843693,0.039463174,-0.078017086,0.1807355,-0.026649883,-0.004845022
sweep_control_003326,sweeps,control,0,chr1,test,150026406,150034598,32768,4.51545,GIH,,,,sweeps,378,0.3782959,0.52832031,1.0,0.0,4.1113234,-0.029658806,-0.032535475,-0.061354164,-0.09753967,0.07349696,-0.019206546,0.13409196,-0.086073965,-0.049232192
sweep_control_005516,sweeps,control,0,chr2,test,112158146,112166338,32768,4.51545,PEL,,,,sweeps,379,0.5109863,0.43835449,1.0,1.0,4.129247,-0.22779892,-0.04881402,0.35291103,0.1872021,-0.091105744,0.22403218,0.009058548,0.02194088,0.010750523
sweep_control_004895,sweeps,control,0,chr1,test,29118463,29126655,32768,4.51545,PEL,,,,sweeps,380,0.6290283,0.12329102,1.0,0.6640625,3.5822997,-0.21171282,-0.01911085,0.2414126,0.33114555,-0.060877655,-0.01578401,-0.09849141,-0.17921123,-0.05733413
sweep_control_007624,sweeps,control,0,chr2,test,47128555,47136747,32768,4.51545,YRI,,,,sweeps,381,0.43347168,0.72900391,1.0,1.0,4.2120895,0.35147724,0.0002629942,-0.03408648,-0.14825371,0.08516553,0.15406872,0.04776347,-0.04152243,0.19543359
sweep_control_006453,sweeps,control,0,chr1,test,193386556,193394748,32768,4.51545,YRI,,,,sweeps,382,0.35668945,0.5177002,1.0,0.0,3.9832623,-0.13470052,-0.06711608,-0.15470526,-0.065461315,0.0072129555,-0.103019744,0.0964054,-0.020382347,0.056652848
sweep_control_007670,sweeps,control,0,chr2,test,74074749,74082941,32768,4.51545,YRI,,,,sweeps,383,0.45507812,0.41186523,1.0,1.0,3.9955246,-0.41144106,0.3220249,0.14803015,-0.03868058,-0.34180772,0.08718973,-0.09830645,0.13468343,0.0035244788
sweep_control_006269,sweeps,control,0,chr1,test,123142554,123150746,32768,4.51545,YRI,,,,sweeps,384,0.39160156,1.0,0.0,0.0,3.5711854,0.3698145,0.06416309,0.5919931,-0.28029788,0.21841086,-0.48600233,0.06969239,0.068216786,0.033457015
sweep_control_004113,sweeps,control,0,chr2,test,117899382,117907574,32768,4.51545,GIH,,,,sweeps,385,0.4091797,0.82092285,0.96411133,1.0,4.308729,0.7012216,0.12368479,0.01444335,0.33022615,0.00022134249,-0.019609703,0.23563853,0.06049496,0.022183424
sweep_control_000162,sweeps,control,0,chr1,test,115853483,115861675,32768,4.51545,CEU,,,,sweeps,386,0.38952637,0.70690918,1.0,0.11108398,4.087054,0.3176358,-0.07471955,-0.05298708,0.037847128,-0.09099193,-0.037846863,-0.10879867,-0.09557489,0.17294492
sweep_control_004014,sweeps,control,0,chr2,test,69609313,69617505,32768,4.51545,GIH,,,,sweeps,387,0.4248047,0.64050293,1.0,1.0,4.0419974,0.071053565,0.03362925,-0.07056677,-0.15536372,0.19409809,0.13624616,-0.19591819,0.110776626,0.04863193
sweep_control_000146,sweeps,control,0,chr1,test,92210184,92218376,32768,4.51545,CEU,,,,sweeps,388,0.41784668,0.65332031,1.0,0.056396484,3.627274,0.06663756,-0.010587802,0.025281845,-0.12043081,0.020472944,0.038537595,0.15719293,-0.053792864,0.021860842
sweep_control_002575,sweeps,control,0,chr2,test,219322700,219330892,32768,4.51545,CHB,,,,sweeps,389,0.46984863,0.42785645,1.0,0.42553711,4.0004215,-0.0451182,-0.09486291,0.0906231,-0.03639512,-0.007499137,0.06931485,-0.03335892,-0.0784468,-0.0042694947
sweep_control_000161,sweeps,control,0,chr1,test,42311299,42319491,32768,4.51545,CEU,,,,sweeps,390,0.3935547,0.64782715,1.0,1.0,4.275172,0.01776798,0.43360624,-0.13579673,-0.13247462,0.5516814,0.20389237,-0.33215064,0.009534439,-0.00012088095
sweep_control_007747,sweeps,control,0,chr2,test,101006093,101014285,32768,4.51545,YRI,,,,sweeps,391,0.41723633,0.25415039,1.0,1.0,3.9505858,-0.15923975,0.20825842,-0.00073328486,0.1941159,0.234285,0.048186887,-0.15204556,-0.016599566,0.008439527
sweep_control_000077,sweeps,control,0,chr1,test,70392881,70401073,32768,4.51545,CEU,,,,sweeps,392,0.4197998,0.6706543,1.0,0.0,4.2621045,0.2330068,0.070273474,0.0038505571,-0.12593718,0.119147114,0.08246978,0.09653015,-0.11961566,-0.09446901
sweep_control_004007,sweeps,control,0,chr2,test,108580082,108588274,32768,4.51545,GIH,,,,sweeps,393,0.44958496,0.48986816,1.0,1.0,3.9919577,-0.12844203,0.21637583,0.0711491,-0.15902144,-0.20842472,0.06362049,-0.028387256,-0.015363809,-0.07392425
sweep_control_003299,sweeps,control,0,chr1,test,83688300,83696492,32768,4.51545,GIH,,,,sweeps,394,0.4260254,0.26538086,0.99560547,1.0,3.7748659,-0.25089198,-0.09344512,-3.769259e-05,0.18980302,-0.033385675,-0.05249144,0.035892777,0.06780905,0.12176806
sweep_control_007610,sweeps,control,0,chr2,test,147741024,147749216,32768,4.51545,YRI,,,,sweeps,395,0.3918457,0.77758789,0.89135742,0.0,4.317192,0.50926465,-0.04479591,-0.08720952,0.1144975,-0.002557035,-0.016264446,0.020192774,0.030719727,-0.00805319
sweep_control_003276,sweeps,control,0,chr1,test,105288403,105296595,32768,4.51545,GIH,,,,sweeps,396,0.33117676,0.5189209,1.0,0.0,4.099522,-0.007026259,-0.0018295667,-0.17866778,0.09005382,0.035382397,-0.08969052,0.24485426,-0.009542941,0.013103431
sweep_control_002580,sweeps,control,0,chr2,test,48041106,48049298,32768,4.51545,CHB,,,,sweeps,397,0.39855957,0.69006348,1.0,1.0,4.076088,0.13234772,-0.1664058,-0.11783036,-0.113306165,-0.076145954,0.024412284,-0.09609725,-0.084995575,0.04041245
sweep_control_006382,sweeps,control,0,chr1,test,232556792,232564984,32768,4.51545,YRI,,,,sweeps,398,0.4156494,0.17565918,1.0,1.0,3.6476274,-0.6096062,-0.034271374,-0.04413939,0.06755975,0.15348913,-0.045572452,0.058822814,0.14057304,0.10698033
sweep_control_004046,sweeps,control,0,chr2,test,44810753,44818945,32768,4.51545,GIH,,,,sweeps,399,0.48132324,0.29675293,1.0,0.0,3.7814796,-0.41435662,-0.14543341,0.17746384,0.047665376,-0.057964485,0.11654498,0.005785648,0.080866426,0.08842725
sweep_control_001096,sweeps,control,0,chr3,train,159924652,159932844,32768,4.51545,CEU,,,,sweeps,400,0.45703125,0.40551758,1.0,1.0,4.0779285,-0.2520612,-0.14791057,0.1376418,-0.007697633,-0.018516507,0.0988043,-0.035423048,-0.0051216185,-0.006787387
sweep_control_001176,sweeps,control,0,chr4,train,154725322,154733514,32768,4.51545,CEU,,,,sweeps,401,0.3569336,0.48596191,1.0,1.0,3.893612,-0.21401292,-0.16312908,-0.18924439,-0.1349848,0.0062774974,-0.07663251,0.04045888,0.035541978,0.034923743
sweep_control_008441,sweeps,control,0,chr5,train,3549970,3558162,32768,4.51545,YRI,,,,sweeps,402,0.3519287,0.81896973,1.0,0.0,4.1304536,0.40017584,-0.18959387,-0.19661297,-0.15617554,0.025809428,0.085632116,-0.03848608,0.22173844,-0.10503453
sweep_control_005968,sweeps,control,0,chr6,train,100827133,100835325,32768,4.51545,PEL,,,,sweeps,403,0.35791016,0.63952637,1.0,1.0,4.2660856,0.08210614,0.19713783,-0.19506072,0.0838878,0.24424474,0.006834208,-0.20519412,0.00741267,-0.05584556
sweep_control_009000,sweeps,control,0,chr7,train,52476129,52484321,32768,4.51545,YRI,,,,sweeps,404,0.3552246,0.33581543,1.0,0.0,3.838055,-0.31551477,-0.07867432,-0.11586988,0.072008364,0.014573913,-0.1457402,0.06804485,-0.07696314,-0.0041584363
sweep_control_003189,sweeps,control,0,chr8,train,141852115,141860307,32768,4.51545,CHB,,,,sweeps,405,0.5317383,0.26196289,1.0,0.0,4.1698656,-0.4896872,-0.16850433,0.383686,0.14280766,-0.045495834,0.1542498,-0.054358844,0.0618044,-0.07559279
sweep_control_001666,sweeps,control,0,chr9,train,129646417,129654609,32768,4.51545,CEU,,,,sweeps,406,0.55322266,0.28308105,1.0,0.0,3.8561058,-0.33768806,-0.047951326,0.36346707,0.12380514,-0.0027200158,0.10090037,0.05441039,-0.039734773,-0.05782429
sweep_control_000208,sweeps,control,0,chr10,train,108658250,108666442,32768,4.51545,CEU,,,,sweeps,407,0.35473633,0.2109375,1.0,0.0,3.8407717,-0.47397044,-0.11238164,-0.14194566,0.01019305,0.04337079,-0.11161157,0.12305718,0.039827835,-0.032724414
sweep_control_000300,sweeps,control,0,chr11,train,131918559,131926751,32768,4.51545,CEU,,,,sweeps,408,0.43151855,0.42443848,1.0,1.0,3.8877969,-0.34311137,-0.20070986,-0.0051257852,-0.016984986,-0.060626693,0.054657817,-0.016304385,0.005085308,0.04116703
sweep_control_003641,sweeps,control,0,chr12,train,38883872,38892064,32768,4.51545,GIH,,,,sweeps,409,0.37780762,0.39831543,1.0,1.0,4.0377774,-0.2125541,-0.019675756,-0.119327985,-0.054407127,0.16547784,-0.0075516165,-0.030769948,-0.041564435,-0.027872328
sweep_control_003692,sweeps,control,0,chr13,train,88482065,88490257,32768,4.51545,GIH,,,,sweeps,410,0.3531494,0.72229004,1.0,0.0,3.9637203,0.004087939,-0.13892426,-0.11677286,0.076540254,-0.0521899,-0.10839181,-0.14746122,-0.19545782,-0.112821326
sweep_control_007080,sweeps,control,0,chr14,train,28237465,28245657,32768,4.51545,YRI,,,,sweeps,411,0.36193848,0.5994873,1.0,0.0,4.173203,0.095430054,-0.15847966,-0.19905084,-0.024761941,-0.02046246,-0.07298148,-0.019164978,0.01055301,-0.012851718
sweep_control_000580,sweeps,control,0,chr15,train,59327863,59336055,32768,4.51545,CEU,,,,sweeps,412,0.41882324,0.23254395,1.0,1.0,3.6656191,-0.41766566,0.07306515,-0.029959543,0.01735184,0.23541383,0.044732343,-0.026877843,0.06758678,0.08087318
sweep_control_003833,sweeps,control,0,chr16,train,62192948,62201140,32768,4.51545,GIH,,,,sweeps,413,0.31237793,0.54321289,1.0,0.0,4.117541,-0.14178224,-0.11038603,-0.23412634,-0.072621435,0.067057624,-0.09531004,0.075440966,-0.015588208,-0.17786503
sweep_control_005427,sweeps,control,0,chr17,train,29230707,29238899,32768,4.51545,PEL,,,,sweeps,414,0.4560547,0.94580078,1.0,0.0,4.168213,0.4764034,0.055352557,0.110508665,-0.3035231,0.0967208,0.2206982,0.3149047,-0.05325002,-0.024594875
sweep_control_002427,sweeps,control,0,chr18,train,32697529,32705721,32768,4.51545,CHB,,,,sweeps,415,0.36999512,0.41625977,1.0,1.0,3.953091,-0.30365217,-0.1255159,-0.13589226,-0.059439942,0.047477603,-0.07384256,0.09984499,0.045730498,0.022422593
sweep_control_002438,sweeps,control,0,chr19,train,33109742,33117934,32768,4.51545,CHB,,,,sweeps,416,0.43945312,0.55310059,1.0,1.0,4.03397,0.13465685,0.39321497,0.08305302,-0.10832802,-0.22299442,0.064748995,0.085034266,0.0059979907,0.060682684
sweep_control_007909,sweeps,control,0,chr20,train,37543789,37551981,32768,4.51545,YRI,,,,sweeps,417,0.44067383,0.84411621,0.99658203,0.0,4.2134547,0.42106885,-0.097818196,0.00957135,-0.16828343,-0.036260992,0.15820368,0.06342383,-0.048640933,0.15465297
sweep_control_007936,sweeps,control,0,chr21,train,34092591,34100783,32768,4.51545,YRI,,,,sweeps,418,0.39416504,0.041748047,1.0,1.0,3.5794458,-0.15722752,0.2652766,-0.049529158,0.35796845,-0.2359305,-0.20972161,-0.16425344,-0.028596709,0.06880933
sweep_control_005661,sweeps,control,0,chr22,train,15508822,15517014,32768,4.51545,PEL,,,,sweeps,419,0.5600586,0.16052246,0.55737305,0.0,3.9938688,0.03967506,-0.10835404,0.27599174,0.13792701,-0.021326484,-0.08033248,-0.17557846,-0.054343212,-0.12069458
sweep_control_004230,sweeps,control,0,chr3,train,17917546,17925738,32768,4.51545,GIH,,,,sweeps,420,0.39440918,0.67102051,1.0,1.0,4.0022655,-0.118085526,-0.118431166,-0.06285235,-0.025018727,-0.01976417,-0.013725447,0.018513404,-0.018945811,-0.052763134
sweep_control_008293,sweeps,control,0,chr4,train,46325257,46333449,32768,4.51545,YRI,,,,sweeps,421,0.34545898,0.32800293,1.0,1.0,3.8088288,-0.312364,0.045972563,-0.1861474,0.0631533,0.15796721,-0.09348897,0.009677617,-0.02313299,0.09392661
sweep_control_008451,sweeps,control,0,chr5,train,170589462,170597654,32768,4.51545,YRI,,,,sweeps,422,0.47680664,0.4375,1.0,1.0,4.0906386,-0.35421568,-0.2096603,0.24089196,0.06845042,-0.088037394,0.16873543,-0.0870745,0.048583522,0.02009781
sweep_control_008718,sweeps,control,0,chr6,train,73793961,73802153,32768,4.51545,YRI,,,,sweeps,423,0.38842773,0.4498291,1.0,1.0,3.8218238,-0.27011928,0.019790795,-0.05950802,-0.077189736,-0.13928887,-0.0070375395,0.015317167,0.029602796,0.09972473
sweep_control_008993,sweeps,control,0,chr7,train,90053589,90061781,32768,4.51545,YRI,,,,sweeps,424,0.3758545,0.18408203,1.0,1.0,3.5110981,-0.64581275,-0.078235224,-0.20438479,0.017315494,0.15801154,-0.10054034,0.047977198,0.145949,0.1378788
sweep_control_009110,sweeps,control,0,chr8,train,95124519,95132711,32768,4.51545,YRI,,,,sweeps,425,0.40161133,0.63537598,1.0,1.0,4.179162,0.14927654,-0.0035563915,0.020095056,-0.11413156,0.021307513,0.06287801,0.16303664,-0.056383543,-0.022525448
sweep_control_001699,sweeps,control,0,chr9,train,119204238,119212430,32768,4.51545,CEU,,,,sweeps,426,0.4243164,0.4576416,1.0,1.0,4.0571427,-0.18084067,-0.087247305,0.08733843,0.024579486,-1.027047e-05,0.050420243,0.04385289,-0.02746451,-0.036131814
sweep_control_003474,sweeps,control,0,chr10,train,58811631,58819823,32768,4.51545,GIH,,,,sweeps,427,0.39733887,0.38586426,1.0,1.0,4.065459,-0.30428234,0.11156195,-0.04317838,0.03256265,-0.16293043,-0.04302786,-0.041900907,0.027857706,-0.024001159
sweep_control_000262,sweeps,control,0,chr11,train,117355972,117364164,32768,4.51545,CEU,,,,sweeps,428,0.47387695,0.46582031,1.0,1.0,3.86113,-0.056390803,0.22360305,0.17743905,-0.11609447,-0.19659151,0.12357445,0.060541023,0.009609252,0.07457033
sweep_control_006914,sweeps,control,0,chr12,train,18792409,18800601,32768,4.51545,YRI,,,,sweeps,429,0.3519287,0.58776855,1.0,0.0,3.9379215,-0.21269436,-0.15414473,-0.10411337,-0.06394808,0.022106757,-0.09608605,-0.030056693,-0.072006606,-0.065192714
sweep_control_006930,sweeps,control,0,chr13,train,71099074,71107266,32768,4.51545,YRI,,,,sweeps,430,0.37194824,0.70471191,1.0,1.0,4.187162,0.13621588,-0.19392596,-0.103437595,-0.09418893,-0.036329087,-0.02967532,-0.14981478,-0.19591732,-0.14034203
sweep_control_007069,sweeps,control,0,chr14,train,98992890,99001082,32768,4.51545,YRI,,,,sweeps,431,0.44384766,0.6114502,1.0,0.18457031,3.932818,-0.12830512,-0.1535097,0.06070606,-0.066672206,0.009050961,0.12056226,-0.07253392,0.0084742885,-0.039393548
sweep_control_007211,sweeps,control,0,chr15,train,86073646,86081838,32768,4.51545,YRI,,,,sweeps,432,0.46313477,0.33081055,1.0,0.36987305,3.890859,-0.28996095,-0.15170383,0.07506806,0.011187094,-0.058997616,0.06632445,-0.02408076,0.017528651,0.03290382
sweep_control_002319,sweeps,control,0,chr16,train,12040194,12048386,32768,4.51545,CHB,,,,sweeps,433,0.47143555,0.56494141,1.0,1.0,4.179972,0.07020536,0.29577455,0.19705035,-0.080737025,-0.22429399,0.14172724,0.0584959,0.012180065,0.057069264
sweep_control_002352,sweeps,control,0,chr17,train,10063171,10071363,32768,4.51545,CHB,,,,sweeps,434,0.4888916,0.51953125,1.0,1.0,4.0925198,-0.115103364,-0.09322631,0.16615029,0.025169889,0.0051669437,0.1595143,-0.007692205,-0.022111459,0.00052492676
sweep_control_007427,sweeps,control,0,chr18,train,53775201,53783393,32768,4.51545,YRI,,,,sweeps,435,0.36193848,0.57568359,1.0,0.0,3.9608638,-0.06643993,-0.1311594,-0.15113665,-0.13242565,0.03097748,-0.017345345,-0.004220896,0.012346199,0.15619001
sweep_control_003988,sweeps,control,0,chr19,train,21024778,21032970,32768,4.51545,GIH,,,,sweeps,436,0.41174316,0.53601074,1.0,1.0,3.9826646,0.11555967,0.038683843,0.034888282,-0.02433347,-0.031217635,0.026125748,0.13818142,-0.07304665,0.055772543
sweep_control_004161,sweeps,control,0,chr20,train,47069284,47077476,32768,4.51545,GIH,,,,sweeps,437,0.4354248,0.64929199,1.0,1.0,4.2251844,0.1332798,-0.06923173,0.08622806,-0.07417872,-0.07297111,0.116634734,-0.037667774,0.0013293207,-0.024583744
sweep_control_004188,sweeps,control,0,chr21,train,42173591,42181783,32768,4.51545,GIH,,,,sweeps,438,0.4234619,0.60620117,0.99353027,0.0,4.1570334,0.03725361,-0.040685713,0.11435925,-0.016332008,-0.021653457,0.13330197,0.1693232,-0.031184714,0.09380278
sweep_control_007974,sweeps,control,0,chr22,train,46122768,46130960,32768,4.51545,YRI,,,,sweeps,439,0.6274414,0.21386719,1.0,0.0,4.1281857,-0.53472334,-0.1299861,0.46965912,0.3107018,-0.091998786,0.1867893,-0.112054415,-0.02168596,-0.047425985
sweep_control_005698,sweeps,control,0,chr3,train,95996222,96004414,32768,4.51545,PEL,,,,sweeps,440,0.33728027,0.39770508,1.0,0.0,3.9266016,-0.27630508,-0.10194227,-0.17727685,0.006469562,0.04136284,-0.14996272,0.06436296,-0.055907786,-0.09682782
sweep_control_002876,sweeps,control,0,chr4,train,115889342,115897534,32768,4.51545,CHB,,,,sweeps,441,0.3590088,0.77099609,1.0,0.0,4.360344,0.4161602,-0.28865257,-0.249806,-0.008735477,-0.10405704,-0.059082616,-0.30059698,-0.09198058,-0.011263626
sweep_control_008540,sweeps,control,0,chr5,train,13994811,14003003,32768,4.51545,YRI,,,,sweeps,442,0.4156494,0.73803711,1.0,1.0,4.020687,0.26586574,-0.13620809,-0.04997662,-0.18702947,-0.010687405,0.09975663,0.008356416,-0.0181587,0.06624744
sweep_control_008639,sweeps,control,0,chr6,train,137464543,137472735,32768,4.51545,YRI,,,,sweeps,443,0.40905762,0.55895996,1.0,0.0,3.8955956,-0.15290375,-0.17589961,-0.04686124,-0.019247843,-0.03661944,-0.013286834,-0.06292426,-0.015893321,0.013561129
